timestamp,rtt,rtt_var,cwnd,ssthresh,bytes_sent,pacing_rate,retrans
0,21.402,6.475,13,N/A,165,15541176,N/A
0.22575,21.402,6.475,13,N/A,165,15541176,N/A
0.451618,21.402,6.475,13,N/A,165,15541176,N/A
0.677147,21.402,6.475,13,N/A,165,15541176,N/A
0.902104,21.402,6.475,13,N/A,165,15541176,N/A
1.12737,21.402,6.475,13,N/A,165,15541176,N/A
1.35368,21.402,6.475,13,N/A,165,15541176,N/A
1.57918,21.402,6.475,13,N/A,165,15541176,N/A
1.8046,21.402,6.475,13,N/A,165,15541176,N/A
2.0296,21.402,6.475,13,N/A,165,15541176,N/A
2.25434,21.402,6.475,13,N/A,165,15541176,N/A
2.47956,21.402,6.475,13,N/A,165,15541176,N/A
2.70668,21.402,6.475,13,N/A,165,15541176,N/A
2.9321,21.402,6.475,13,N/A,165,15541176,N/A
3.15724,21.402,6.475,13,N/A,165,15541176,N/A
3.38227,21.402,6.475,13,N/A,165,15541176,N/A
3.60738,21.402,6.475,13,N/A,165,15541176,N/A
3.83397,21.402,6.475,13,N/A,165,15541176,N/A
4.0607,21.402,6.475,13,N/A,165,15541176,N/A
4.28583,21.402,6.475,13,N/A,165,15541176,N/A
4.5112,21.402,6.475,13,N/A,165,15541176,N/A
4.73672,21.402,6.475,13,N/A,165,15541176,N/A
4.96221,21.402,6.475,13,N/A,165,15541176,N/A
5.18818,21.402,6.475,13,N/A,165,15541176,N/A
5.4149,21.402,6.475,13,N/A,165,15541176,N/A
5.64003,21.402,6.475,13,N/A,165,15541176,N/A
5.8652,21.402,6.475,13,N/A,165,15541176,N/A
6.0905,21.402,6.475,13,N/A,165,15541176,N/A
6.31564,21.402,6.475,13,N/A,165,15541176,N/A
6.54234,21.402,6.475,13,N/A,165,15541176,N/A
6.76764,21.402,6.475,13,N/A,165,15541176,N/A
6.99328,21.402,6.475,13,N/A,165,15541176,N/A
7.21887,21.402,6.475,13,N/A,165,15541176,N/A
7.44518,21.402,6.475,13,N/A,165,15541176,N/A
7.67256,21.402,6.475,13,N/A,165,15541176,N/A
7.89886,21.402,6.475,13,N/A,165,15541176,N/A
8.1238,21.402,6.475,13,N/A,165,15541176,N/A
8.34945,21.402,6.475,13,N/A,165,15541176,N/A
8.57498,21.402,6.475,13,N/A,165,15541176,N/A
8.80033,21.402,6.475,13,N/A,165,15541176,N/A
9.02923,21.402,6.475,13,N/A,165,15541176,N/A
9.25576,21.402,6.475,13,N/A,165,15541176,N/A
9.48167,21.402,6.475,13,N/A,165,15541176,N/A
9.70674,21.402,6.475,13,N/A,165,15541176,N/A
9.93177,21.402,6.475,13,N/A,165,15541176,N/A
10.1572,21.402,6.475,13,N/A,165,15541176,N/A
10.3834,21.402,6.475,13,N/A,165,15541176,N/A
10.6085,21.402,6.475,13,N/A,165,15541176,N/A
10.8346,21.402,6.475,13,N/A,165,15541176,N/A
11.0597,21.402,6.475,13,N/A,165,15541176,N/A
11.2849,21.402,6.475,13,N/A,165,15541176,N/A
11.511,21.402,6.475,13,N/A,165,15541176,N/A
11.7374,21.402,6.475,13,N/A,165,15541176,N/A
11.9622,21.402,6.475,13,N/A,165,15541176,N/A
12.1879,21.402,6.475,13,N/A,165,15541176,N/A
12.413,21.402,6.475,13,N/A,165,15541176,N/A
12.6389,21.402,6.475,13,N/A,165,15541176,N/A
12.8655,21.402,6.475,13,N/A,165,15541176,N/A
13.0911,21.402,6.475,13,N/A,165,15541176,N/A
13.321,21.402,6.475,13,N/A,165,15541176,N/A
13.5464,21.402,6.475,13,N/A,165,15541176,N/A
13.7722,21.402,6.475,13,N/A,165,15541176,N/A
13.9978,21.402,6.475,13,N/A,165,15541176,N/A
14.2238,21.402,6.475,13,N/A,165,15541176,N/A
14.4488,21.402,6.475,13,N/A,165,15541176,N/A
14.6739,21.402,6.475,13,N/A,165,15541176,N/A
14.8989,21.402,6.475,13,N/A,165,15541176,N/A
15.1237,21.402,6.475,13,N/A,165,15541176,N/A
15.3496,21.402,6.475,13,N/A,165,15541176,N/A
15.5754,21.402,6.475,13,N/A,165,15541176,N/A
15.7988,21.402,6.475,13,N/A,165,15541176,N/A
