timestamp,rtt,rtt_var,cwnd,ssthresh,bytes_sent,pacing_rate,retrans,unacked,send,delivery_rate,minrtt
0,N/A,N/A,10,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A
0.0277669,20.246,10.123,10,N/A,37,16350200,N/A,1,5721624,N/A,20.246
0.055444,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
0.0831559,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
0.110915,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
0.138698,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
0.16699,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
0.195479,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
0.22383,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
0.25194,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
0.282218,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
0.311005,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
0.354948,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
0.389875,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
0.432429,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
0.460888,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
0.49281,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
0.528779,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
0.573821,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
0.60245,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
0.632048,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
0.659985,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
0.688025,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
0.717035,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
0.760918,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
0.788845,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
0.843783,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
0.872369,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
0.926182,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
0.955333,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.00449,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.03815,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.06854,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.09942,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.12749,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.155,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.18308,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.23623,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.26592,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.31128,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.33904,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.36723,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.39634,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.42447,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.47806,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.50717,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.53503,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.5632,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.59169,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.61937,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.67054,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.70294,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.75247,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.78082,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.80916,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.83855,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.86782,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.8975,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.92847,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.95711,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
1.98525,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.01312,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.04112,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.07109,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.10262,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.13079,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.15894,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.18706,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.21652,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.2586,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.28785,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.316,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.3439,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.37184,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.4015,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.43,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.46149,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.4901,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.51838,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.54803,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.57609,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.60418,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.6328,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.68182,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.71106,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.74153,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.77163,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.80015,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.83165,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.85981,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.9144,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.94353,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
2.99825,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
3.02663,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
3.08535,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
3.11444,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
3.14239,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
3.17016,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
3.20228,20.27,5.736,13,N/A,166,16350200,N/A,N/A,7429304,1139144,20.246
