timestamp,rtt,rtt_var,cwnd,ssthresh,bytes_sent,pacing_rate,retrans,unacked,send,delivery_rate,minrtt
0,N/A,N/A,10,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A
0.0276501,20.223,7.598,10,N/A,166,11455760,N/A,2,5728131,574000,20.181
0.055238,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.0828891,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.110502,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.138238,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.166311,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.194629,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.222926,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.250667,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.278958,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.307701,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.335654,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.363688,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.391784,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.419494,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.447482,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.475709,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.50391,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.531863,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.559693,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.587706,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.618856,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.647322,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.675404,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.703592,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.735067,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.76691,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.795347,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.82341,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.851412,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.879133,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.908121,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.937356,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.965627,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
0.99506,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.02308,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.0537,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.08245,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.11164,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.14,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.16984,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.1977,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.22581,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.25438,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.28331,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.31178,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.33983,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.36812,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.39615,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.42569,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.45385,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.48263,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.51187,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.54184,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.56995,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.59789,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.62697,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.66042,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.68853,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.71658,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.74502,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.77341,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.80138,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.82976,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.85772,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.88562,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.91371,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.94311,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.97116,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
1.99914,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
2.0284,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
2.05782,20.22,5.705,10,N/A,166,11457464,N/A,N/A,5728981,1146984,20.181
