timestamp,rtt,rtt_var,cwnd,ssthresh,bytes_sent,pacing_rate,retrans
0,1.58,0.138,155,119,14663933,1363039056,0
0.296792,1.366,0.075,135,111,49919837,1373672248,0
0.565763,1.334,0.226,127,114,84917997,1323141536,0
0.860766,1.106,0.069,114,113,118305981,1432165560,0
1.14438,1.118,0.135,107,106,153771845,1351861480,0
1.41279,1.465,0.31,152,117,188520949,1441529312,0
1.7172,1.507,0.122,148,110,221242853,1364495704,0
1.99449,1.392,0.178,137,112,258346405,1367373608,0
2.2932,1.197,0.176,125,112,292317933,1451022960,0
2.57067,1.297,0.282,123,109,328642461,1317763696,0
2.84993,1.18,0.119,113,113,362404029,1330332752,0
3.12486,1.58,0.101,151,113,397093765,1328389080,0
3.38502,1.552,0.234,137,110,429953229,1226870408,0
3.63973,1.646,0.254,171,111,461949685,1443581136,0
3.90984,1.46,0.164,144,118,493038245,1370568432,0
4.1899,1.389,0.246,138,112,526487045,1380948720,0
4.4659,1.487,0.16,137,109,560242821,1279952680,0
4.74537,1.284,0.106,126,113,594676261,1363831648,0
5.0197,1.089,0.102,104,104,628769421,1327075800,0
5.31421,1.461,0.12,152,114,662079213,1445473984,0
5.58321,1.283,0.093,124,123,697885357,1342967816,0
5.85321,1.528,0.134,150,111,730607261,1363826336,0
6.12001,1.389,0.106,138,112,763857685,1380824472,0
6.39261,1.207,0.144,126,112,795859933,1450968872,0
6.66314,1.849,0.296,123,109,829502765,924715192,0
6.92703,1.597,0.113,159,110,862282589,1383445544,0
7.19603,1.506,0.128,148,109,894559957,1365288024,0
7.46569,1.283,0.266,139,112,927089277,1506010288,0
7.74897,1.183,0.166,110,109,960202141,1292278040,0
8.04471,1.539,0.098,151,112,995203197,1363111160,0
8.34621,1.49,0.136,145,105,1031130973,1352195216,0
8.66201,1.387,0.551,150,112,1068477789,1502383136,0
8.92036,1.285,0.133,136,109,1106305341,1471213072,0
9.19704,1.237,0.106,126,113,1137790653,1415640168,0
9.50223,1.194,0.106,112,111,1172273325,1303927632,0
9.77647,1.22,0.155,106,105,1209549189,1207279632,0
10.0472,1.473,0.167,148,108,1242601237,1396448936,0
10.3202,1.427,0.171,139,112,1275650389,1353326000,0
10.6333,1.349,0.098,137,112,1310138853,1411196440,0
10.9549,1.24,0.095,133,112,1348341437,1490522136,0
11.2374,1.03,0.155,128,116,1387131909,1726011784,0
11.5202,1.346,0.102,135,107,1421366973,1394210992,0
11.7924,1.2,0.122,127,113,1456049469,1315745552,0
12.0554,1.591,0.121,162,113,1489037805,1414639712,0
12.3297,1.504,0.123,146,106,1520915525,1348852232,0
12.5999,1.458,0.115,139,112,1554361429,1325020536,0
12.8668,1.14,0.14,126,112,1587291845,1536235760,0
13.1425,1.103,0.15,110,109,1620073117,1385514096,0
13.4126,1.143,0.125,106,105,1654098221,1288151936,0
13.6919,1.305,0.146,147,110,1686749173,1564937848,0
13.9637,1.443,0.105,138,112,1720642509,1329275288,0
14.2296,1.343,0.119,128,114,1754023253,1324132016,0
14.4984,1.691,0.123,162,112,1786280349,1331124336,0
14.7671,1.42,0.096,139,113,1819076101,1360113464,0
15.057,1.263,0.105,126,112,1852445261,1386366512,0
15.329,1.226,0.133,130,113,1887457901,1473082528,0
15.6105,1.15,0.093,113,112,1920110301,1365162752,0
15.8822,1.537,0.147,151,113,1955237333,1365438800,0
16.1502,1.51,0.248,141,114,1987923037,1297484680,0
16.4353,1.381,0.135,137,110,2021273373,1378758080,0
16.7129,1.119,0.215,127,114,2055767629,1576955424,0
16.9803,1.16,0.103,113,113,2089601597,1354129648,0
17.2498,1.538,0.12,153,116,2122579797,1382287688,0
17.5217,1.59,0.141,141,112,2155697005,1232712448,0
17.7893,1.564,0.263,134,105,2188612941,1190513504,0
18.0539,1.155,0.111,111,110,2221525981,1335342968,0
18.3377,1.154,0.123,107,106,2254178381,1288337456,0
18.6172,1.141,0.098,111,110,2288849293,1351572360,0
18.8934,1.139,0.137,110,109,2322610861,1341599472,0
19.1652,1.115,0.109,107,106,2356314509,1332932088,0
19.4499,1.446,0.147,142,116,2389362213,1364731552,0
19.7227,1.348,0.113,131,118,2424231501,1350392880,0
19.9996,1.298,0.096,126,112,2457270517,1349124432,0
20.3042,1.194,0.132,113,113,2492080437,1315156792,0
20.605,1.588,0.113,157,119,2529375125,1373890840,0
20.8861,1.364,0.145,136,109,2566050069,1385114968,0
21.1455,1.436,0.163,137,109,2599157141,1325728920,0
21.4038,1.036,0.33,110,109,2631155045,1474885936,0
21.6755,1.583,0.178,151,112,2663215213,1337168848,0
21.991,1.509,0.155,150,112,2697172261,1381102824,0
22.2643,1.577,0.139,152,112,2735366157,1339305344,0
22.5359,1.689,0.082,140,113,2768686085,1152227352,0
22.8171,1.483,0.212,147,109,2802317333,1377894536,0
23.0841,1.258,0.1,118,117,2835970301,1303890616,0
23.3727,1.514,0.163,152,115,2869673949,1377056840,0
23.6409,1.357,0.103,140,114,2904363685,1330674864,0
23.9247,1.112,0.25,127,113,2936507837,1587234520,0
24.1893,1.219,0.163,130,105,2971049877,1482143936,0
24.4665,0.908,0.539,120,106,3003702277,2432161976,3
24.7392,1.57,0.142,149,110,3037481221,1415613288,0
25.0148,1.571,0.182,146,107,3071108125,1323346184,0
25.2898,1.379,0.112,135,109,3104352757,1360230496,0
25.5617,1.178,0.15,125,111,3137918845,1474103920,0
25.8431,1.159,0.099,106,105,3170510429,1271341496,0
26.1194,1.591,0.151,160,110,3205638909,1397943424,0
26.3871,1.497,0.166,143,116,3238657653,1327643608,0
26.6737,1.205,0.107,115,114,3271705357,1326357184,0
26.9457,1.215,0.127,113,112,3307095925,1292432704,0
27.2084,1.518,0.177,146,120,3340071229,1336197376,0
27.4741,1.281,0.104,132,112,3372341357,1431981736,0
27.7476,1.662,0.085,166,120,3404879365,1387989648,0
28.0113,1.219,0.153,127,126,3438163093,1447940616,0
28.2738,1.221,0.132,113,113,3470366613,1286478624,0
28.5598,1.539,0.262,146,121,3502387685,1317975024,0
28.832,1.386,0.106,139,112,3538231477,1393714680,0
29.1123,1.23,0.13,114,114,3570772381,1288366824,0
29.4082,1.093,0.226,113,113,3605966021,1436808048,0
29.6771,1.596,0.12,162,112,3641750445,1410762472,0
